order_id;product_id;unitprice;quantity;customer_id;orderdate;employee_id;deliverydate
13592;7;877,49;94;22;2021-06-03;6;2021-06-04
12117;16;187,01;60;117;2019-03-24;7;2019-03-25
12354;11;387,66;71;129;2021-10-09;8;2021-10-10
13568;0;545,62;40;46;2020-04-20;8;2020-04-21
10234;19;705,01;62;6;2019-01-16;9;2019-01-17
13197;8;199,84;44;30;2020-10-03;8;2020-10-04
11651;9;99,13;68;122;2019-05-23;5;2019-05-24
14860;16;1015,94;59;139;2020-03-30;2;2020-03-31
10076;0;20,44;36;51;2020-01-05;6;2020-01-06
13114;9;1137,55;67;105;2020-08-18;4;2020-08-19
10527;11;610,68;42;62;2020-01-04;7;2020-01-05
12245;3;1240,58;37;73;2021-10-27;3;2021-10-28
14739;19;449,25;26;140;2020-04-26;5;2020-04-27
11158;2;538,89;21;27;2020-05-22;3;2020-05-23
12778;17;64,35;22;140;2021-09-01;10;2021-09-02
13780;1;356,45;84;8;2021-11-27;1;2021-11-28
13006;8;1110,29;98;197;2021-01-19;3;2021-01-20
12938;20;124,84;26;15;2020-07-24;5;2020-07-25
14119;3;102,31;92;33;2020-07-05;2;2020-07-06
12074;12;188,32;51;54;2020-04-06;6;2020-04-07
13217;18;1151,71;2;27;2019-11-28;9;2019-11-29
13037;15;1169,37;51;54;2019-04-24;1;2019-04-25
10546;6;647,54;46;125;2019-01-30;7;2019-01-31
11024;5;217,87;45;59;2020-05-02;1;2020-05-03
10327;1;524,16;55;193;2020-12-23;9;2020-12-24
14878;19;21,42;99;97;2020-06-14;3;2020-06-15
12971;14;170,28;75;199;2019-01-12;8;2019-01-13
10148;12;509,05;83;41;2021-07-02;2;2021-07-03
11632;10;438,76;81;30;2019-06-22;10;2019-06-23
13445;6;817,41;68;145;2021-10-12;2;2021-10-13
10123;18;928,23;54;79;2019-08-26;4;2019-08-27
10111;1;554,15;89;48;2021-12-01;9;2021-12-02
14629;11;1014,96;47;38;2021-03-22;5;2021-03-23
13682;6;371,34;46;150;2021-04-26;5;2021-04-27
14874;9;1176,08;33;142;2019-05-19;1;2019-05-20
11557;16;598,65;10;129;2021-10-15;1;2021-10-16
12553;16;1000,02;55;99;2020-05-07;6;2020-05-08
13128;14;1143,63;81;189;2021-02-09;5;2021-02-10
12921;9;666,88;80;184;2021-03-15;1;2021-03-16
11604;4;1114,05;43;118;2019-10-17;8;2019-10-18
11109;0;551,22;14;71;2020-07-03;6;2020-07-04
12073;9;882,24;29;39;2019-03-05;8;2019-03-06
12598;15;1140,4;100;43;2021-01-21;2;2021-01-22
10335;9;861,5;88;54;2019-07-02;6;2019-07-03
11028;8;819,26;50;68;2020-07-15;10;2020-07-16
13625;12;305,18;10;101;2020-10-18;7;2020-10-19
12136;17;872,67;78;134;2019-11-11;6;2019-11-12
11958;20;868,11;39;61;2020-08-22;9;2020-08-23
10706;9;1184,54;53;54;2020-04-25;2;2020-04-26
12607;0;62,45;28;27;2021-08-08;5;2021-08-09
10177;15;23,43;80;188;2021-08-17;3;2021-08-18
12495;10;518,06;100;19;2020-01-19;10;2020-01-20
12122;13;467,31;84;183;2019-03-12;6;2019-03-13
11896;20;593,28;22;10;2020-07-04;7;2020-07-05
11597;6;807,73;42;10;2020-09-22;1;2020-09-23
12676;0;378,06;41;115;2019-02-05;6;2019-02-06
11960;17;941,05;31;51;2020-08-29;8;2020-08-30
14970;10;604,89;64;103;2020-04-27;5;2020-04-28
12561;4;619,19;27;112;2021-07-30;4;2021-07-31
10705;13;1092,14;3;128;2019-12-27;2;2019-12-28
13573;3;1097,58;86;70;2021-02-26;1;2021-02-27
12828;5;931,73;48;47;2020-02-09;8;2020-02-10
12958;4;1159,88;77;102;2021-11-29;7;2021-11-30
12049;2;1087,05;5;188;2020-02-04;9;2020-02-05
13185;10;701,98;56;137;2020-07-31;1;2020-08-01
10193;15;548,99;95;177;2020-02-10;9;2020-02-11
12197;8;1146,97;23;36;2019-03-07;9;2019-03-08
13270;7;749,93;57;20;2019-06-28;7;2019-06-29
13395;13;230,53;92;100;2020-11-10;5;2020-11-11
11984;2;251,59;76;181;2019-02-17;8;2019-02-18
11819;20;88,47;87;36;2020-12-22;2;2020-12-23
10962;16;875,38;84;43;2020-05-25;9;2020-05-26
11396;15;415,64;78;73;2021-08-08;3;2021-08-09
12490;4;666,28;17;93;2018-12-31;9;2019-01-01
11768;0;238,31;87;156;2019-06-10;2;2019-06-11
12453;3;564,98;39;150;2019-02-06;7;2019-02-07
12186;15;633,88;91;172;2019-06-01;3;2019-06-02
12402;13;331,93;54;161;2020-12-05;6;2020-12-06
12160;11;675,22;83;103;2021-12-01;2;2021-12-02
13097;7;530,21;12;51;2021-05-02;4;2021-05-03
14221;20;87,57;85;67;2021-10-05;9;2021-10-06
13828;15;502,87;55;95;2020-10-12;2;2020-10-13
13092;11;824,92;81;64;2019-01-01;8;2019-01-02
12247;16;939,46;49;166;2019-05-29;7;2019-05-30
12877;10;362,19;82;73;2019-04-17;10;2019-04-18
13796;18;1243,21;20;91;2021-06-14;2;2021-06-15
10968;7;312,59;46;24;2021-03-31;2;2021-04-01
10390;8;258,37;80;155;2019-10-22;10;2019-10-23
12086;15;1211,48;69;50;2020-11-28;1;2020-11-29
14645;7;23,45;9;188;2019-03-19;1;2019-03-20
12084;11;388,47;94;53;2020-09-11;8;2020-09-12
13148;16;1058,5;79;155;2019-04-05;2;2019-04-06
14986;2;967,47;46;161;2020-09-13;4;2020-09-14
12490;19;737,76;62;39;2021-12-09;2;2021-12-10
13716;19;135,45;90;187;2020-06-08;3;2020-06-09
14543;2;1079,47;16;2;2020-12-16;7;2020-12-17
11448;17;36,38;82;57;2019-02-04;5;2019-02-05
12443;3;978,72;28;66;2021-10-25;5;2021-10-26
10806;3;662,34;83;144;2019-12-11;6;2019-12-12
13428;2;894,03;49;181;2020-05-29;6;2020-05-30
12735;8;833,2;9;196;2019-05-07;8;2019-05-08
12791;13;342,16;86;5;2019-08-10;10;2019-08-11
13563;13;1180,5;13;21;2020-12-30;3;2020-12-31
12362;16;534,33;100;51;2020-04-14;2;2020-04-15
14008;20;949,48;50;44;2021-07-20;3;2021-07-21
14743;2;1052,63;80;116;2020-04-12;3;2020-04-13
12869;13;245,46;28;175;2021-06-16;1;2021-06-17
14202;1;650,7;87;29;2019-12-20;5;2019-12-21
12474;3;819,08;96;80;2020-10-25;10;2020-10-26
12092;2;49,23;100;152;2021-09-09;6;2021-09-10
10224;11;1088,09;94;184;2020-10-23;8;2020-10-24
10413;18;791,14;12;44;2020-02-17;3;2020-02-18
14398;9;547,34;10;141;2020-01-13;7;2020-01-14
13527;11;174,61;10;8;2020-08-11;1;2020-08-12
12454;3;410,3;49;26;2021-01-30;9;2021-01-31
13617;10;153,9;37;180;2019-02-03;10;2019-02-04
12200;13;907,0;24;200;2020-04-02;4;2020-04-03
11920;15;1068,56;98;191;2018-12-13;6;2018-12-14
13615;20;482,38;96;56;2019-03-31;9;2019-04-01
11706;14;490,31;1;75;2020-06-30;9;2020-07-01
10630;12;1050,7;54;146;2019-10-28;7;2019-10-29
14094;20;180,78;51;80;2021-06-02;1;2021-06-03
11871;2;409,95;76;5;2019-10-19;10;2019-10-20
11144;1;188,52;97;133;2021-07-30;7;2021-07-31
13135;1;888,15;69;57;2020-05-21;1;2020-05-22
10289;8;184,06;87;87;2020-09-14;1;2020-09-15
10125;13;1183,08;83;62;2020-12-15;7;2020-12-16
12321;18;762,61;70;104;2021-02-20;1;2021-02-21
13555;4;231,89;68;151;2021-08-18;10;2021-08-19
11247;16;677,24;9;12;2020-10-04;2;2020-10-05
11240;5;227,27;9;39;2019-09-29;10;2019-09-30
11064;17;461,69;64;185;2021-07-25;6;2021-07-26
13271;15;193,93;29;97;2020-04-22;2;2020-04-23
14878;17;1055,46;78;90;2020-11-23;5;2020-11-24
12290;7;10,42;73;181;2020-12-20;3;2020-12-21
11404;4;723,05;88;171;2021-06-21;7;2021-06-22
11135;8;496,41;20;79;2020-11-06;7;2020-11-07
14826;0;1223,58;73;173;2019-09-12;6;2019-09-13
12307;15;802,65;82;63;2020-09-09;6;2020-09-10
14769;18;347,68;23;47;2021-11-25;6;2021-11-26
12607;16;714,59;22;67;2019-04-03;7;2019-04-04
12993;6;326,99;88;65;2021-01-13;8;2021-01-14
10399;5;169,01;72;193;2020-10-05;6;2020-10-06
13769;15;1230,93;32;193;2021-03-22;9;2021-03-23
12611;15;1131,78;26;190;2021-11-30;2;2021-12-01
14212;0;287,0;88;76;2021-07-22;1;2021-07-23
10762;8;1108,73;1;36;2020-03-03;1;2020-03-04
10934;0;462,65;12;79;2020-08-06;5;2020-08-07
14583;17;825,03;85;122;2019-11-13;7;2019-11-14
14872;4;43,63;50;41;2021-01-22;7;2021-01-23
14017;6;19,89;78;61;2021-12-06;6;2021-12-07
12326;8;921,37;46;74;2021-06-24;2;2021-06-25
14078;2;1178,63;3;53;2019-02-20;3;2019-02-21
12778;0;294,82;85;43;2020-02-20;3;2020-02-21
10305;0;890,36;57;95;2019-06-11;1;2019-06-12
14840;9;461,9;30;161;2020-01-17;3;2020-01-18
11456;19;975,71;93;55;2020-02-02;8;2020-02-03
12837;7;321,17;49;196;2019-11-11;1;2019-11-12
11759;4;651,78;86;9;2021-11-24;9;2021-11-25
14829;3;568,54;19;157;2020-12-25;2;2020-12-26
10419;6;129,24;66;44;2021-01-25;6;2021-01-26
11139;3;387,66;22;26;2020-01-24;1;2020-01-25
10873;6;889,84;70;83;2020-01-30;3;2020-01-31
13864;2;716,47;39;78;2021-09-15;8;2021-09-16
14532;2;1237,7;95;46;2019-05-14;7;2019-05-15
14070;1;200,16;11;123;2020-07-29;6;2020-07-30
10666;14;568,93;52;163;2021-09-23;2;2021-09-24
13347;8;1241,33;21;76;2020-07-04;4;2020-07-05
13181;6;502,29;41;155;2020-02-23;5;2020-02-24
11115;2;627,07;84;32;2020-04-19;4;2020-04-20
13298;18;443,42;59;138;2020-02-05;5;2020-02-06
10061;14;189,67;49;156;2019-10-08;9;2019-10-09
10605;20;1137,15;22;20;2021-05-19;7;2021-05-20
11338;9;165,07;61;189;2019-05-03;7;2019-05-04
13742;1;882,82;4;162;2020-02-17;2;2020-02-18
12463;5;830,47;16;175;2021-08-20;5;2021-08-21
12255;11;318,74;24;60;2021-04-12;1;2021-04-13
10049;9;779,98;100;7;2020-01-29;8;2020-01-30
13710;2;395,04;85;197;2019-12-14;3;2019-12-15
12587;9;1164,86;98;5;2019-12-13;10;2019-12-14
10551;2;476,44;66;171;2020-12-02;2;2020-12-03
14514;3;787,36;36;68;2021-12-02;7;2021-12-03
14465;16;402,4;40;134;2020-07-26;4;2020-07-27
13630;10;22,21;66;44;2020-03-15;5;2020-03-16
10667;4;296,81;21;132;2021-07-17;1;2021-07-18
13851;1;203,22;34;61;2021-02-16;4;2021-02-17
10332;1;654,82;83;63;2020-02-13;1;2020-02-14
13232;19;962,35;3;62;2020-08-02;7;2020-08-03
10505;2;630,36;32;1;2020-03-14;10;2020-03-15
11846;7;52,52;37;17;2020-06-04;6;2020-06-05
12043;0;960,48;49;159;2019-01-19;1;2019-01-20
12367;19;1034,86;91;158;2021-06-12;3;2021-06-13
14415;15;789,37;64;97;2019-08-13;4;2019-08-14
12582;3;688,64;46;47;2021-08-08;3;2021-08-09
11104;14;1125,29;85;88;2020-04-25;4;2020-04-26
14825;13;443,46;75;129;2020-09-30;5;2020-10-01
13923;13;659,15;97;186;2020-11-02;3;2020-11-03
14144;19;510,74;46;66;2021-03-27;2;2021-03-28
14162;14;606,56;1;79;2019-01-12;4;2019-01-13
14712;11;685,88;69;174;2020-02-23;3;2020-02-24
10746;19;544,31;32;147;2020-01-22;1;2020-01-23
13661;20;838,62;47;199;2019-05-10;7;2019-05-11
11392;20;996,94;78;66;2019-02-25;5;2019-02-26
12713;10;955,71;57;24;2019-04-07;9;2019-04-08
11704;0;237,44;95;58;2021-11-20;10;2021-11-21
10611;8;560,54;36;65;2019-08-02;3;2019-08-03
11424;6;1155,83;31;146;2019-07-05;7;2019-07-06
11336;14;471,69;27;83;2020-01-09;1;2020-01-10
13564;7;247,59;70;17;2019-10-10;9;2019-10-11
14806;7;634,91;44;115;2021-09-25;6;2021-09-26
12125;18;886,64;2;99;2019-05-28;3;2019-05-29
13416;9;220,36;40;122;2019-02-22;8;2019-02-23
11283;6;110,76;12;135;2019-03-30;6;2019-03-31
12318;9;769,55;69;102;2019-08-30;5;2019-08-31
11603;5;1098,52;9;194;2021-05-28;2;2021-05-29
10936;0;643,17;83;141;2019-08-11;3;2019-08-12
14299;2;162,27;72;117;2020-05-31;10;2020-06-01
12154;17;535,33;94;74;2021-08-31;9;2021-09-01
11206;1;1234,6;34;100;2020-04-17;1;2020-04-18
10652;15;21,95;91;170;2021-11-05;4;2021-11-06
14116;6;382,09;54;171;2018-12-27;3;2018-12-28
10469;1;1008,03;37;156;2020-10-04;3;2020-10-05
12589;7;639,65;78;178;2020-03-08;2;2020-03-09
12066;10;408,67;33;111;2020-11-07;10;2020-11-08
10947;6;1019,9;91;195;2019-05-23;2;2019-05-24
11293;13;479,38;71;47;2020-12-26;2;2020-12-27
13437;12;1083,18;14;106;2020-08-03;7;2020-08-04
14722;20;336,86;77;15;2019-08-07;5;2019-08-08
14920;12;557,93;100;166;2021-04-20;7;2021-04-21
10616;7;915,0;22;109;2020-11-14;10;2020-11-15
14609;7;1203,31;94;16;2020-01-20;8;2020-01-21
14405;2;756,33;79;101;2020-01-19;1;2020-01-20
10151;6;261,49;80;187;2020-11-01;8;2020-11-02
10713;7;336,76;21;99;2021-10-18;6;2021-10-19
14979;8;991,96;74;43;2019-06-28;10;2019-06-29
11964;19;28,48;63;82;2021-07-15;9;2021-07-16
11561;2;728,63;26;164;2021-10-25;10;2021-10-26
10590;7;797,63;60;154;2020-12-06;8;2020-12-07
11014;20;481,12;11;154;2021-07-27;1;2021-07-28
14397;11;682,18;46;133;2021-12-06;2;2021-12-07
14785;13;534,99;28;88;2021-11-15;3;2021-11-16
14461;6;754,58;67;141;2021-02-06;1;2021-02-07
10789;4;918,48;39;178;2021-07-08;1;2021-07-09
10794;7;919,8;84;80;2019-03-29;4;2019-03-30
14798;9;737,59;6;71;2020-07-29;10;2020-07-30
12387;9;69,79;17;177;2019-05-15;4;2019-05-16
12846;3;850,21;100;158;2021-01-08;8;2021-01-09
14899;3;772,83;12;107;2021-02-04;7;2021-02-05
13099;16;321,16;15;134;2019-09-10;7;2019-09-11
13108;19;371,89;39;93;2021-10-16;5;2021-10-17
10270;20;701,76;59;190;2018-12-14;9;2018-12-15
11286;6;238,71;97;108;2019-04-17;7;2019-04-18
14403;10;150,27;58;6;2019-07-15;6;2019-07-16
12263;17;1052,42;71;145;2019-05-25;4;2019-05-26
12301;11;808,21;65;106;2020-10-09;9;2020-10-10
14711;3;584,85;79;59;2021-08-08;6;2021-08-09
12609;19;1190,95;28;44;2019-05-10;9;2019-05-11
12549;20;307,68;43;151;2020-09-05;3;2020-09-06
10634;7;814,33;48;126;2019-11-19;4;2019-11-20
13071;0;757,57;21;160;2020-09-12;4;2020-09-13
13743;12;745,41;88;147;2021-02-16;7;2021-02-17
11428;9;207,87;47;178;2021-02-05;7;2021-02-06
13846;13;571,68;61;182;2020-09-28;3;2020-09-29
12614;2;546,25;58;48;2020-08-01;7;2020-08-02
13692;16;1061,28;21;69;2021-11-16;8;2021-11-17
13425;18;527,3;50;62;2020-05-21;9;2020-05-22
11668;20;1208,33;23;166;2021-08-13;3;2021-08-14
10534;10;999,32;74;30;2021-11-12;5;2021-11-13
10218;14;908,97;47;78;2020-02-28;7;2020-02-29
12212;14;269,71;94;187;2020-01-08;9;2020-01-09
11801;15;1213,61;11;105;2020-03-11;1;2020-03-12
12674;5;458,52;97;112;2019-06-22;10;2019-06-23
11031;3;385,55;100;76;2020-10-29;1;2020-10-30
12086;0;1015,59;91;137;2020-01-02;4;2020-01-03
13160;4;520,43;29;116;2020-03-02;2;2020-03-03
11127;16;1168,83;10;79;2019-11-28;7;2019-11-29
14084;3;175,96;53;70;2021-05-11;9;2021-05-12
14664;6;536,65;40;123;2021-06-12;6;2021-06-13
10621;8;208,38;42;126;2021-09-14;6;2021-09-15
11566;4;950,1;64;163;2019-03-22;10;2019-03-23
12806;17;1229,88;16;123;2020-10-08;6;2020-10-09
11024;14;771,37;64;113;2019-04-17;7;2019-04-18
12770;18;807,24;72;19;2020-03-09;4;2020-03-10
12447;15;126,27;10;134;2021-08-05;9;2021-08-06
14822;4;323,78;43;197;2021-04-17;5;2021-04-18
14793;9;1184,88;81;10;2019-01-27;2;2019-01-28
12935;8;316,24;97;119;2021-03-31;3;2021-04-01
11403;8;631,88;89;178;2021-04-30;4;2021-05-01
14198;17;402,47;60;161;2021-01-29;3;2021-01-30
10662;2;735,85;100;20;2020-07-07;1;2020-07-08
12063;10;939,95;94;40;2021-09-14;4;2021-09-15
11856;18;559,72;50;122;2019-05-29;6;2019-05-30
12816;9;985,46;58;49;2019-01-10;9;2019-01-11
10411;18;34,01;74;155;2021-02-09;4;2021-02-10
10447;9;832,25;57;16;2021-06-07;10;2021-06-08
13592;11;560,86;86;41;2019-10-27;6;2019-10-28
13288;2;728,21;13;116;2019-05-16;10;2019-05-17
13967;20;933,46;93;174;2021-07-04;4;2021-07-05
13415;6;465,89;33;63;2020-03-08;3;2020-03-09
11304;9;812,58;100;186;2021-05-02;4;2021-05-03
10609;13;781,61;4;14;2021-02-08;3;2021-02-09
11101;8;953,13;70;175;2021-04-28;10;2021-04-29
10158;10;454,26;22;171;2019-03-25;3;2019-03-26
12863;14;979,37;7;56;2020-08-13;4;2020-08-14
10325;2;945,89;86;156;2020-05-10;7;2020-05-11
13379;2;980,08;69;77;2019-11-02;5;2019-11-03
10313;11;624,2;65;144;2021-01-24;6;2021-01-25
12644;8;89,07;76;160;2021-07-23;1;2021-07-24
12995;13;1000,85;56;127;2019-05-19;8;2019-05-20
13794;8;341,1;8;32;2019-02-06;6;2019-02-07
10244;16;253,63;78;32;2020-11-04;9;2020-11-05
13488;18;959,07;69;187;2019-10-10;2;2019-10-11
13961;1;600,68;6;67;2020-05-15;5;2020-05-16
10918;8;717,5;55;154;2020-09-21;4;2020-09-22
11280;4;999,79;20;54;2021-07-27;2;2021-07-28
10508;17;224,76;27;50;2020-10-26;3;2020-10-27
11528;15;1243,96;47;61;2019-06-09;2;2019-06-10
10154;18;680,97;28;199;2021-04-22;9;2021-04-23
13648;12;548,8;12;143;2020-12-06;3;2020-12-07
14846;8;76,52;81;77;2021-06-13;8;2021-06-14
13692;10;388,75;98;57;2020-04-19;9;2020-04-20
14480;11;1000,04;69;10;2020-06-26;8;2020-06-27
12300;16;606,86;86;144;2021-09-02;10;2021-09-03
14715;5;504,14;16;84;2019-08-23;8;2019-08-24
12389;6;1000,39;10;173;2021-02-09;6;2021-02-10
13454;6;211,12;81;167;2020-06-04;10;2020-06-05
11742;6;559,11;1;47;2020-02-28;3;2020-02-29
14313;6;1177,5;75;193;2021-07-27;2;2021-07-28
10151;18;98,19;43;161;2021-01-03;6;2021-01-04
10467;16;1197,29;71;195;2019-05-04;10;2019-05-05
13774;2;853,18;81;54;2021-05-31;1;2021-06-01
11403;13;1160,16;33;48;2019-06-18;2;2019-06-19
11531;4;176,18;41;84;2019-08-13;3;2019-08-14
11507;7;441,08;23;56;2021-09-07;3;2021-09-08
13144;5;681,25;86;174;2019-10-09;5;2019-10-10
12645;9;369,88;12;89;2019-04-04;8;2019-04-05
13172;20;1074,57;34;161;2021-04-17;1;2021-04-18
13833;16;190,68;45;82;2020-06-28;6;2020-06-29
14741;7;104,99;44;184;2021-10-09;5;2021-10-10
10749;18;341,83;43;68;2020-06-17;2;2020-06-18
13874;16;871,07;60;180;2021-06-28;10;2021-06-29
11839;12;792,71;82;193;2021-10-19;3;2021-10-20
14997;8;282,57;62;71;2018-12-30;2;2018-12-31
13231;17;192,32;88;194;2021-03-05;2;2021-03-06
14976;2;841,43;55;158;2021-05-22;1;2021-05-23
12892;2;399,42;67;77;2020-09-23;10;2020-09-24
11162;20;799,4;70;70;2020-12-03;6;2020-12-04
12528;6;1149,8;7;45;2019-01-28;3;2019-01-29
10119;9;1185,15;8;195;2019-06-26;7;2019-06-27
14307;2;496,06;2;159;2021-09-04;3;2021-09-05
10290;1;18,91;41;112;2018-12-25;9;2018-12-26
13939;10;166,48;6;119;2019-02-08;3;2019-02-09
14719;2;280,39;62;24;2020-10-02;10;2020-10-03
11772;20;216,64;99;97;2020-08-09;9;2020-08-10
11487;7;947,46;37;33;2020-09-04;2;2020-09-05
14407;16;86,61;40;7;2019-02-05;5;2019-02-06
14029;1;456,92;8;75;2021-06-27;6;2021-06-28
13194;11;1095,72;53;169;2021-10-16;5;2021-10-17
11847;8;106,03;74;15;2019-06-06;7;2019-06-07
11324;2;264,56;36;174;2021-09-03;1;2021-09-04
10309;2;292,67;11;33;2020-08-24;8;2020-08-25
12634;19;126,55;38;10;2020-12-21;4;2020-12-22
13694;12;669,91;37;198;2019-10-04;2;2019-10-05
12843;7;151,88;92;62;2019-12-31;5;2020-01-01
12840;19;414,01;87;70;2020-03-15;1;2020-03-16
13431;19;731,55;11;122;2019-10-31;3;2019-11-01
10556;19;1229,8;67;30;2020-05-17;5;2020-05-18
13631;10;140,49;98;1;2021-10-29;5;2021-10-30
10193;3;121,46;100;35;2020-11-21;1;2020-11-22
12281;15;190,55;97;35;2019-04-20;1;2019-04-21
11169;20;599,8;67;189;2021-05-26;7;2021-05-27
12536;0;381,22;95;137;2018-12-27;9;2018-12-28
12182;14;516,11;3;149;2019-10-26;6;2019-10-27
12905;17;1052,14;63;29;2020-02-13;6;2020-02-14
10178;13;31,87;18;176;2021-01-13;4;2021-01-14
12583;2;581,38;65;30;2019-05-15;6;2019-05-16
11445;9;260,86;59;46;2020-12-25;2;2020-12-26
11014;11;849,6;42;77;2021-04-24;6;2021-04-25
10063;3;40,71;29;158;2020-11-20;8;2020-11-21
10344;7;546,95;91;198;2019-12-17;9;2019-12-18
11117;20;1196,64;88;12;2019-05-07;10;2019-05-08
10563;20;220,78;45;72;2021-04-30;7;2021-05-01
10056;4;928,16;8;14;2021-08-29;9;2021-08-30
13675;6;263,13;56;169;2019-02-11;7;2019-02-12
11328;17;68,98;46;118;2020-03-01;10;2020-03-02
10536;14;382,23;15;187;2021-06-24;4;2021-06-25
11211;0;185,92;21;96;2019-09-22;8;2019-09-23
12227;20;1094,78;61;62;2019-02-19;2;2019-02-20
11767;14;438,83;5;4;2019-07-02;5;2019-07-03
10212;10;593,76;79;23;2020-01-08;7;2020-01-09
14135;13;1025,18;65;83;2021-09-18;2;2021-09-19
11799;15;755,84;11;40;2019-07-26;4;2019-07-27
14545;18;856,58;39;133;2020-02-29;3;2020-03-01
14417;16;682,94;6;74;2019-04-08;2;2019-04-09
11461;10;587,32;77;53;2020-10-08;7;2020-10-09
10445;20;1177,64;79;182;2020-09-07;8;2020-09-08
11985;1;862,91;66;143;2019-07-25;4;2019-07-26
10208;19;1194,17;43;94;2020-11-20;1;2020-11-21
14659;15;240,43;28;10;2019-11-30;2;2019-12-01
14555;16;1165,49;16;41;2020-05-13;1;2020-05-14
10331;16;277,5;84;76;2021-04-05;8;2021-04-06
12929;8;172,38;97;185;2020-02-10;10;2020-02-11
14453;15;809,12;77;53;2021-06-18;9;2021-06-19
12685;1;1204,82;13;78;2020-06-15;9;2020-06-16
13437;20;963,83;93;18;2021-11-20;8;2021-11-21
13694;2;279,71;95;71;2021-08-09;7;2021-08-10
10189;20;879,13;46;66;2021-08-15;4;2021-08-16
12416;19;150,14;56;46;2019-03-29;2;2019-03-30
10988;0;1078,45;72;170;2019-02-20;9;2019-02-21
10389;2;235,25;70;149;2019-03-15;7;2019-03-16
12267;2;293,35;27;59;2019-11-17;1;2019-11-18
13155;17;940,72;41;115;2020-02-27;7;2020-02-28
13282;20;709,02;20;166;2020-10-26;6;2020-10-27
12925;11;232,87;36;146;2020-04-25;9;2020-04-26
14105;16;526,7;34;121;2020-07-15;3;2020-07-16
11993;4;329,64;70;62;2020-05-28;5;2020-05-29
10010;13;409,89;48;147;2021-06-28;1;2021-06-29
13219;16;76,3;76;142;2020-08-30;7;2020-08-31
14299;6;962,86;79;178;2021-08-31;10;2021-09-01
14205;4;546,87;36;35;2019-02-12;4;2019-02-13
14473;4;877,21;64;116;2019-01-19;8;2019-01-20
13633;15;1234,06;4;113;2020-05-29;3;2020-05-30
11744;19;1003,3;74;160;2019-03-17;2;2019-03-18
11657;15;701,76;10;57;2019-05-09;9;2019-05-10
10440;4;722,8;49;182;2019-10-23;7;2019-10-24
14762;3;162,81;14;42;2020-03-06;5;2020-03-07
12104;0;985,31;8;149;2020-04-14;4;2020-04-15
13923;20;656,56;56;126;2021-11-11;2;2021-11-12
11915;6;1042,63;45;195;2019-10-17;9;2019-10-18
13849;12;1051,35;83;25;2021-02-24;7;2021-02-25
11505;20;735,87;62;48;2019-11-15;1;2019-11-16
14462;10;1174,79;33;71;2019-03-27;10;2019-03-28
10964;3;751,07;74;109;2019-09-26;2;2019-09-27
13617;4;1145,48;40;172;2021-09-07;5;2021-09-08
14800;0;381,99;70;44;2020-04-04;6;2020-04-05
14342;4;611,25;100;50;2019-02-18;3;2019-02-19
14364;1;543,09;95;111;2019-08-25;3;2019-08-26
10885;5;727,68;75;111;2020-12-07;5;2020-12-08
14911;19;751,8;89;98;2020-08-12;9;2020-08-13
10888;3;565,35;31;57;2021-02-24;4;2021-02-25
11166;13;599,4;53;192;2020-04-06;2;2020-04-07
12695;4;250,44;98;191;2021-09-09;10;2021-09-10
14735;7;404,22;4;116;2019-01-26;2;2019-01-27
13799;6;1205,77;42;15;2021-09-27;7;2021-09-28
14465;20;363,12;88;187;2019-08-08;1;2019-08-09
11631;4;103,49;65;86;2019-02-15;2;2019-02-16
12457;8;1188,75;45;5;2021-02-10;8;2021-02-11
12793;2;1135,23;93;64;2021-06-18;9;2021-06-19
14395;13;1052,54;78;188;2020-01-10;4;2020-01-11
10590;14;408,77;39;49;2020-11-18;2;2020-11-19
12686;0;443,44;57;154;2020-09-25;2;2020-09-26
13079;9;490,64;46;92;2019-04-16;3;2019-04-17
12406;3;560,1;50;160;2021-10-22;9;2021-10-23
12716;4;1035,02;55;98;2020-12-31;3;2021-01-01
13917;2;875,18;45;177;2018-12-15;5;2018-12-16
14587;8;524,07;59;138;2021-05-28;7;2021-05-29
12124;10;957,61;68;143;2021-06-05;9;2021-06-06
12547;7;615,39;54;35;2019-06-06;3;2019-06-07
11175;3;161,23;3;120;2020-08-04;1;2020-08-05
12266;17;743,78;65;97;2021-06-28;3;2021-06-29
12473;11;466,68;76;49;2019-01-03;6;2019-01-04
13510;17;308,58;26;60;2021-10-02;5;2021-10-03
10454;6;425,02;1;103;2021-02-09;8;2021-02-10
13525;5;917,44;93;120;2019-04-05;6;2019-04-06
11724;7;547,86;42;162;2021-05-30;1;2021-05-31
13109;19;721,74;37;31;2021-04-04;2;2021-04-05
13395;14;352,44;28;79;2019-09-16;2;2019-09-17
13684;2;923,89;48;69;2020-07-15;9;2020-07-16
14135;13;947,58;13;120;2021-10-29;5;2021-10-30
10420;15;647,5;74;73;2019-08-05;2;2019-08-06
13448;1;333,07;25;139;2019-04-21;7;2019-04-22
14934;9;618,91;10;49;2020-09-10;4;2020-09-11
13346;14;1024,8;20;174;2021-04-22;6;2021-04-23
11579;17;1098,06;55;46;2020-10-25;7;2020-10-26
14871;13;1161,75;91;120;2021-08-15;10;2021-08-16
13113;10;454,7;72;22;2021-09-23;5;2021-09-24
12454;0;505,18;65;0;2019-05-19;3;2019-05-20
14081;15;780,6;10;33;2019-08-24;1;2019-08-25
